Elapsed - Replicas - Running - Unavailable
1 - 1 - 1 - 0
3 - 1 - 1 - 0
5 - 1 - 1 - 0
7 - 1 - 1 - 0
9 - 1 - 1 - 0
11 - 1 - 1 - 0
13 - 1 - 1 - 0
15 - 3 - 0 - 2
18 - 3 - 3 - 0
20 - 3 - 3 - 0
22 - 3 - 3 - 0
24 - 3 - 3 - 0
26 - 3 - 3 - 0
28 - 3 - 2 - 1
30 - 4 - 2 - 2
32 - 4 - 3 - 1
35 - 4 - 3 - 1
37 - 4 - 3 - 1
39 - 4 - 3 - 1
41 - 4 - 3 - 1
43 - 4 - 3 - 1
45 - 4 - 3 - 2
47 - 4 - 4 - 1
49 - 4 - 4 - 1
51 - 4 - 4 - 1
54 - 4 - 4 - 0
56 - 4 - 2 - 2
58 - 4 - 2 - 2
60 - 4 - 2 - 2
62 - 4 - 2 - 2
64 - 4 - 2 - 2
66 - 4 - 2 - 2
68 - 4 - 2 - 2
70 - 4 - 2 - 3
72 - 4 - 3 - 3
74 - 4 - 4 - 2
76 - 4 - 3 - 3
78 - 4 - 4 - 1
81 - 4 - 4 - 0
83 - 4 - 4 - 0
85 - 4 - 4 - 0
87 - 4 - 4 - 0
89 - 4 - 3 - 1
91 - 4 - 3 - 1
93 - 4 - 3 - 1
96 - 4 - 2 - 2
98 - 4 - 2 - 2
100 - 4 - 2 - 3
102 - 4 - 3 - 2
104 - 4 - 3 - 2
106 - 4 - 3 - 2
109 - 4 - 3 - 1
111 - 4 - 3 - 2
113 - 4 - 3 - 1
115 - 4 - 3 - 1
117 - 4 - 3 - 2
119 - 4 - 2 - 2
121 - 4 - 2 - 2
123 - 4 - 2 - 2
125 - 4 - 2 - 2
127 - 4 - 2 - 3
129 - 4 - 2 - 3
131 - 4 - 3 - 3
133 - 4 - 3 - 3
136 - 4 - 2 - 2
139 - 4 - 4 - 0
141 - 4 - 4 - 0
143 - 4 - 4 - 0
144 - 4 - 4 - 0
146 - 4 - 4 - 1
149 - 4 - 3 - 1
151 - 4 - 2 - 2
153 - 4 - 2 - 2
155 - 4 - 2 - 2
157 - 4 - 1 - 3
159 - 4 - 0 - 3
161 - 4 - 1 - 4
163 - 4 - 2 - 3
165 - 4 - 2 - 3
168 - 4 - 3 - 4
171 - 4 - 3 - 3
173 - 4 - 4 - 1
175 - 4 - 4 - 1
177 - 4 - 4 - 0
179 - 4 - 4 - 0
181 - 4 - 4 - 0
183 - 4 - 3 - 1
186 - 4 - 3 - 1
188 - 4 - 3 - 1
190 - 4 - 2 - 2
192 - 4 - 3 - 1
194 - 4 - 2 - 2
196 - 4 - 3 - 1
198 - 4 - 3 - 1
200 - 4 - 3 - 2
202 - 4 - 4 - 1
205 - 4 - 4 - 0
206 - 4 - 4 - 1
209 - 4 - 4 - 0
211 - 4 - 4 - 0
213 - 4 - 4 - 0
215 - 4 - 4 - 0
217 - 4 - 4 - 0
219 - 4 - 4 - 0
221 - 4 - 4 - 0
223 - 4 - 4 - 0
225 - 4 - 4 - 0
227 - 4 - 2 - 2
230 - 4 - 2 - 2
232 - 4 - 2 - 2
234 - 4 - 2 - 2
236 - 4 - 1 - 3
238 - 4 - 1 - 3
240 - 4 - 1 - 4
243 - 4 - 1 - 4
245 - 4 - 3 - 2
247 - 4 - 3 - 2
249 - 4 - 3 - 2
252 - 4 - 3 - 2
254 - 4 - 4 - 1
256 - 4 - 4 - 1
258 - 4 - 4 - 1
260 - 4 - 3 - 1
262 - 4 - 3 - 1
264 - 4 - 3 - 1
266 - 4 - 3 - 1
268 - 4 - 3 - 1
270 - 4 - 3 - 2
273 - 4 - 2 - 2
276 - 4 - 4 - 0
278 - 4 - 4 - 1
280 - 4 - 4 - 0
282 - 4 - 4 - 0
283 - 4 - 4 - 0
285 - 4 - 4 - 1
288 - 4 - 4 - 0
290 - 4 - 4 - 0
292 - 4 - 4 - 0
294 - 4 - 4 - 0
295 - 4 - 4 - 0
297 - 4 - 4 - 0
299 - 4 - 4 - 0
301 - 4 - 4 - 0
304 - 4 - 4 - 0
306 - 4 - 4 - 0
307 - 4 - 3 - 2
310 - 4 - 2 - 2
312 - 4 - 2 - 2
314 - 4 - 2 - 2
316 - 4 - 2 - 2
318 - 4 - 1 - 3
320 - 4 - 1 - 3
322 - 4 - 1 - 4
324 - 4 - 1 - 4
326 - 4 - 2 - 3
328 - 4 - 3 - 2
330 - 4 - 3 - 2
333 - 4 - 4 - 1
335 - 3 - 3 - 1
337 - 3 - 3 - 0
339 - 3 - 3 - 0
341 - 3 - 2 - 1
343 - 3 - 2 - 1
345 - 3 - 2 - 1
347 - 3 - 2 - 1
349 - 3 - 2 - 1
351 - 3 - 2 - 1
353 - 3 - 2 - 1
355 - 3 - 2 - 1
357 - 3 - 2 - 2
359 - 3 - 3 - 1
361 - 3 - 2 - 1
363 - 3 - 3 - 0
365 - 3 - 3 - 0
367 - 3 - 3 - 0
369 - 3 - 3 - 0
371 - 3 - 3 - 0
373 - 3 - 3 - 0
375 - 3 - 3 - 0
377 - 3 - 3 - 0
379 - 3 - 3 - 0
381 - 3 - 3 - 0
383 - 3 - 3 - 0
385 - 3 - 3 - 0
387 - 3 - 3 - 0
389 - 3 - 3 - 0
391 - 3 - 3 - 0
393 - 3 - 3 - 0
395 - 3 - 3 - 0
397 - 3 - 3 - 0
399 - 3 - 3 - 0
401 - 3 - 2 - 1
403 - 3 - 2 - 1
405 - 3 - 2 - 1
407 - 3 - 2 - 1
409 - 3 - 2 - 1
411 - 3 - 2 - 1
413 - 3 - 2 - 1
415 - 3 - 2 - 2
418 - 3 - 1 - 1
420 - 3 - 2 - 1
422 - 3 - 2 - 1
424 - 3 - 2 - 1
426 - 3 - 2 - 1
428 - 3 - 2 - 1
430 - 3 - 2 - 1
431 - 3 - 2 - 2
433 - 3 - 3 - 1
436 - 3 - 3 - 0
438 - 3 - 3 - 0
440 - 3 - 3 - 0
442 - 3 - 3 - 0
443 - 3 - 3 - 0
445 - 3 - 3 - 0
447 - 3 - 3 - 1
449 - 3 - 2 - 1
451 - 3 - 2 - 1
453 - 3 - 2 - 1
455 - 3 - 2 - 1
457 - 3 - 2 - 1
459 - 3 - 2 - 1
461 - 3 - 2 - 2
463 - 3 - 3 - 1
465 - 3 - 3 - 1
467 - 3 - 3 - 2
469 - 3 - 3 - 0
471 - 3 - 3 - 0
473 - 3 - 3 - 0
476 - 3 - 2 - 0
478 - 3 - 3 - 0
479 - 3 - 3 - 0
481 - 3 - 3 - 0
483 - 3 - 3 - 0
485 - 3 - 3 - 0
487 - 3 - 3 - 0
489 - 3 - 3 - 0
491 - 3 - 3 - 0
493 - 3 - 3 - 0
495 - 3 - 3 - 0
497 - 3 - 3 - 0
499 - 3 - 3 - 0
501 - 3 - 3 - 0
503 - 3 - 3 - 0
505 - 3 - 2 - 1
507 - 3 - 2 - 1
509 - 3 - 2 - 1
511 - 3 - 2 - 1
513 - 3 - 2 - 1
515 - 3 - 2 - 1
517 - 3 - 2 - 1
519 - 3 - 2 - 2
521 - 3 - 2 - 1
523 - 3 - 3 - 1
525 - 3 - 3 - 1
528 - 3 - 2 - 1
533 - 3 - 2 - 1
536 - 3 - 2 - 1
541 - 3 - 1 - 2
556 - 2 - 1 - 3
559 - 2 - 1 - 2
562 - 2 - 2 - 0
564 - 2 - 2 - 0
566 - 2 - 2 - 0
567 - 2 - 2 - 0
569 - 2 - 2 - 0
571 - 2 - 2 - 0
573 - 2 - 2 - 0
575 - 2 - 2 - 0
577 - 2 - 2 - 0
579 - 2 - 2 - 0
581 - 2 - 2 - 0
583 - 2 - 2 - 0
585 - 2 - 1 - 1
587 - 2 - 1 - 1
589 - 2 - 1 - 1
591 - 2 - 1 - 1
593 - 2 - 1 - 1
595 - 2 - 1 - 1
597 - 2 - 1 - 1
599 - 2 - 1 - 2
601 - 2 - 2 - 1
603 - 2 - 2 - 1
605 - 2 - 2 - 1
608 - 2 - 2 - 0
610 - 2 - 2 - 0
612 - 2 - 2 - 0
614 - 2 - 2 - 0
616 - 2 - 1 - 1
618 - 2 - 2 - 0
620 - 2 - 2 - 0
622 - 2 - 2 - 0
623 - 2 - 2 - 0
625 - 2 - 1 - 1
627 - 2 - 2 - 0
629 - 2 - 2 - 0
631 - 2 - 2 - 0
633 - 2 - 2 - 0
635 - 2 - 2 - 0
637 - 2 - 2 - 0
639 - 2 - 2 - 0
641 - 2 - 2 - 0
643 - 2 - 1 - 1
645 - 2 - 1 - 1
647 - 2 - 1 - 1
649 - 2 - 1 - 1
651 - 2 - 1 - 1
653 - 2 - 1 - 1
655 - 2 - 1 - 1
657 - 2 - 1 - 2
659 - 2 - 2 - 1
661 - 2 - 2 - 0
663 - 2 - 2 - 0
665 - 2 - 2 - 0
667 - 2 - 2 - 0
669 - 2 - 2 - 0
671 - 2 - 2 - 0
673 - 2 - 1 - 1
675 - 2 - 1 - 1
677 - 2 - 1 - 1
679 - 2 - 1 - 1
681 - 2 - 1 - 1
683 - 2 - 1 - 1
685 - 2 - 1 - 1
687 - 2 - 1 - 1
689 - 2 - 1 - 2
691 - 2 - 2 - 1
693 - 2 - 2 - 0
